Id	LotArea	paved_street	Alley	regular_lot_shape	level_land_contour	gentle_land_slope	one_family_building	YearBuilt	YearRemodAdd	BsmtFinSF1	BsmtFinSF2	BsmtUnfSF	TotalBsmtSF	central_air	1stFlrSF	2ndFlrSF	LowQualFinSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenAbvGr	TotRmsAbvGrd	Fireplaces	GarageCars	GarageArea	paved_driveway	WoodDeckSF	OpenPorchSF	EnclosedPorch	3SsnPorch	ScreenPorch	PoolArea	MiscVal	YrSold	SalePrice
158	12003	1	0	1	1	1	1	2009	2010	0	0	774	774	1	774	1194	0	1968	0	0	2	1	4	1	8	1	3	680	1	0	75	0	0	0	0	0	2010	269500
159	12552	1	0	1	1	1	1	2004	2005	222	0	769	991	1	991	956	0	1947	0	0	2	1	3	1	8	1	2	678	1	0	136	0	0	0	0	0	2010	254900
160	19378	1	0	0	0	1	1	2005	2006	57	0	1335	1392	1	1392	1070	0	2462	1	0	2	1	4	1	9	1	2	576	1	239	132	0	168	0	0	0	2006	320000
161	11120	1	0	0	1	1	1	1984	1984	660	0	572	1232	1	1232	0	0	1232	0	0	2	0	3	1	6	0	2	516	1	0	0	0	0	0	0	0	2008	162500
162	13688	1	0	0	1	1	1	2003	2004	1016	0	556	1572	1	1572	1096	0	2668	1	0	2	1	3	1	10	2	3	726	1	400	0	0	0	0	0	0	2008	412500
163	12182	1	0	1	1	1	1	2005	2005	1201	0	340	1541	1	1541	0	0	1541	0	0	2	0	3	1	7	1	2	532	1	0	70	0	0	0	0	0	2010	220000
164	5500	1	0	1	1	1	1	1956	1956	0	0	882	882	1	882	0	0	882	0	0	1	0	1	1	4	0	0	0	1	0	0	0	0	0	0	0	2007	103200
165	5400	1	1	1	1	1	1	1926	2004	370	0	779	1149	1	1149	467	0	1616	0	0	2	0	3	1	5	0	1	216	1	0	0	183	0	0	0	0	2007	152000
166	10106	1	0	1	1	1	0	1940	1999	351	181	112	644	1	808	547	0	1355	1	0	2	0	4	2	6	0	0	0	1	140	0	0	0	0	0	0	2008	127500
167	10708	1	0	0	1	1	1	1955	1993	379	768	470	1617	1	1867	0	0	1867	1	0	1	0	2	1	7	3	1	303	1	476	0	0	0	142	0	0	2009	190000
168	10562	1	0	1	1	1	1	2007	2007	1288	0	294	1582	1	1610	551	0	2161	1	0	1	1	3	1	8	1	3	789	1	178	120	0	0	0	0	0	2007	325624
169	8244	1	0	0	1	1	1	2004	2004	0	0	840	840	1	840	880	0	1720	0	0	2	1	3	1	7	1	2	440	1	100	48	0	0	0	0	0	2007	183500
170	16669	1	0	0	1	1	1	1981	1981	0	0	1686	1686	1	1707	0	0	1707	0	0	2	1	2	1	6	1	2	511	1	574	64	0	0	0	0	0	2006	228000
171	12358	1	0	0	1	1	1	1941	1950	360	0	360	720	1	854	0	528	1382	0	0	1	1	2	1	7	0	2	660	1	237	0	0	0	0	0	0	2007	128500
172	31770	1	0	0	1	1	1	1960	1960	639	0	441	1080	1	1656	0	0	1656	1	0	1	0	3	1	7	2	2	528	0	210	62	0	0	0	0	0	2010	215000
173	5306	1	0	0	1	1	0	1987	1987	495	215	354	1064	1	1064	703	0	1767	1	0	2	0	2	1	5	1	2	504	1	441	35	0	0	0	0	0	2006	239000
174	10197	1	0	0	1	1	1	1961	1961	288	374	700	1362	1	1362	0	0	1362	1	0	1	1	3	1	6	1	2	504	1	0	20	0	0	0	0	0	2008	163000
175	12416	1	0	0	1	1	1	1986	1986	1398	208	0	1606	1	1651	0	0	1651	1	0	2	0	3	1	7	1	2	616	1	192	0	0	0	0	0	0	2008	184000
176	12615	1	0	1	1	1	1	1950	2001	477	0	725	1202	1	2158	0	0	2158	1	0	2	0	4	1	7	1	2	576	1	0	29	39	0	0	0	0	2007	243000
177	10029	1	0	0	1	1	1	1988	1989	831	0	320	1151	1	1164	896	0	2060	0	1	2	1	4	1	8	1	2	521	1	0	228	0	0	192	0	0	2007	211000
178	13650	1	0	1	1	1	1	1958	1958	57	441	554	1052	1	1252	668	0	1920	1	0	2	0	4	1	8	1	2	451	1	0	0	0	0	0	0	0	2006	172500
179	17423	1	0	0	1	1	1	2008	2009	1904	0	312	2216	1	2234	0	0	2234	1	0	2	0	1	1	9	1	3	1166	1	0	60	0	0	0	0	0	2009	501837
180	8520	1	0	1	1	1	1	1923	2006	0	0	968	968	1	968	0	0	968	0	0	1	0	2	1	5	0	2	480	0	0	0	184	0	0	0	0	2007	100000
181	2117	1	0	1	1	1	0	2000	2000	436	0	320	756	1	769	756	0	1525	0	0	2	1	3	1	5	1	2	440	1	0	0	0	0	0	0	0	2007	177000
182	7588	1	0	1	1	1	1	1920	1950	352	0	441	793	1	901	901	0	1802	0	0	1	1	4	1	9	1	1	216	1	0	0	40	0	0	0	0	2006	200100
183	9060	1	0	1	1	1	1	1957	2006	0	0	0	0	1	1340	0	0	1340	0	0	1	0	3	1	7	1	1	252	1	116	0	0	180	0	0	0	2007	120000
184	11426	1	0	1	1	1	1	2003	2003	0	0	1362	1362	1	1362	720	0	2082	0	0	2	1	3	1	6	0	2	484	0	280	238	0	0	0	0	0	2008	200000
185	7438	1	0	0	1	1	1	1908	1991	0	0	504	504	1	936	316	0	1252	0	0	1	0	3	1	5	0	2	576	1	104	0	0	0	0	0	0	2006	127000
186	22950	1	0	0	1	1	1	1892	1993	0	0	1107	1107	1	1518	1518	572	3608	0	0	2	1	4	1	12	2	3	840	1	0	260	0	0	410	0	0	2006	475000
187	9947	1	0	0	1	1	1	1990	1991	611	0	577	1188	1	1217	0	0	1217	1	0	2	0	3	1	6	0	2	497	1	168	27	0	0	0	0	0	2009	173000
188	10410	1	0	1	1	1	1	1916	1987	0	0	660	660	1	808	704	144	1656	0	0	2	1	3	1	8	0	1	180	0	0	0	0	140	0	0	0	2009	135000
189	7018	1	0	1	0	1	0	1979	1979	1086	0	0	1086	1	1224	0	0	1224	2	0	0	2	2	2	6	2	2	528	1	120	0	0	0	0	0	0	2009	153337
190	4923	1	0	1	1	1	0	2001	2002	1153	0	440	1593	1	1593	0	0	1593	1	0	1	1	0	1	5	1	2	682	1	0	120	0	0	224	0	0	2008	286000
191	10570	1	0	1	0	0	1	1932	1994	297	0	556	853	1	1549	1178	0	2727	0	0	2	1	3	1	10	2	2	440	1	0	74	0	0	0	0	0	2007	315000
192	7472	1	0	0	1	1	1	1972	2004	626	0	99	725	1	725	754	0	1479	1	0	1	1	4	1	7	0	2	484	1	0	32	0	0	0	0	0	2007	184000
193	9017	1	0	0	1	1	1	1999	1999	560	0	871	1431	1	1431	0	0	1431	1	0	2	0	3	1	6	0	2	666	1	0	35	0	0	0	0	0	2009	192000
194	2522	1	0	1	1	1	0	2004	2004	0	0	970	970	1	970	739	0	1709	0	0	2	0	3	1	7	0	2	380	1	0	40	0	0	0	0	0	2006	130000
195	7180	1	0	0	1	1	1	1972	1972	390	0	474	864	1	864	0	0	864	0	0	1	0	3	1	5	0	1	352	1	0	0	0	0	0	0	0	2008	127000
196	2280	1	0	1	1	1	0	1976	1976	566	0	289	855	1	855	601	0	1456	0	0	2	1	3	1	7	1	2	440	1	87	0	0	0	0	0	0	2009	148500
197	9416	1	0	1	1	1	1	2007	2007	1126	0	600	1726	1	1726	0	0	1726	1	0	2	0	3	1	8	1	3	786	1	171	138	0	0	266	0	0	2007	311872
198	25419	1	0	1	1	1	1	1918	1990	1036	184	140	1360	1	1360	1360	392	3112	1	1	2	0	4	1	8	1	2	795	1	0	16	552	0	0	512	0	2006	235000
199	5520	1	0	1	1	1	1	1912	1950	0	0	755	755	1	929	929	371	2229	0	0	1	0	5	1	8	0	0	0	1	0	198	30	0	0	0	0	2009	104000
200	9591	1	0	1	1	1	1	2004	2005	1088	0	625	1713	1	1713	0	0	1713	1	0	2	0	3	1	7	1	3	856	1	0	26	0	0	170	0	0	2009	274900
201	8546	1	0	1	1	1	1	2003	2004	0	0	1121	1121	1	1121	0	0	1121	0	0	2	0	2	1	5	0	2	440	1	132	64	0	0	0	0	0	2010	140000
202	10125	1	0	1	1	1	1	1977	1977	641	279	276	1196	1	1279	0	0	1279	0	1	2	0	3	1	6	2	2	473	1	238	83	0	0	0	0	0	2008	171500
203	7000	1	0	1	1	1	1	1924	1950	617	0	0	617	1	865	445	0	1310	0	0	2	0	2	1	6	0	1	398	1	0	0	126	0	0	0	0	2006	112000
204	4438	1	0	1	1	1	0	2004	2004	662	0	186	848	1	848	0	0	848	1	0	1	0	1	1	3	1	2	420	1	149	0	0	0	0	0	0	2008	149000
205	3500	1	1	1	1	1	1	1947	1950	312	0	408	720	1	720	564	0	1284	0	0	1	1	2	1	5	0	1	240	1	0	35	0	0	0	0	0	2009	110000
206	11851	1	0	1	1	1	1	1990	1990	0	0	1424	1424	1	1442	0	0	1442	0	0	2	0	3	1	5	0	2	500	1	0	34	0	508	0	0	0	2009	180500
207	13673	1	0	0	1	1	1	1962	1962	0	0	1140	1140	1	1696	0	0	1696	0	0	1	1	3	1	8	1	1	349	1	0	30	0	0	0	0	0	2007	143900
208	12493	1	0	0	1	1	1	1960	1960	419	306	375	1100	1	1100	0	0	1100	1	0	1	0	3	1	6	1	1	312	1	355	0	0	0	0	0	0	2008	141000
209	14364	1	0	0	0	0	1	1988	1989	1065	0	92	1157	1	1180	882	0	2062	1	0	2	1	3	1	7	1	2	454	1	60	55	0	0	154	0	0	2007	277000
210	8250	1	0	1	1	1	1	1964	1964	787	0	305	1092	1	1092	0	0	1092	1	0	1	0	3	1	6	0	2	504	1	0	0	0	0	0	0	0	2008	145000
211	5604	1	0	1	1	1	1	1925	1950	468	0	396	864	0	864	0	0	864	1	0	1	0	2	1	5	0	0	0	1	0	0	96	0	0	0	0	2008	98000
212	10420	1	0	1	1	1	1	2009	2009	36	0	1176	1212	1	1212	0	0	1212	0	0	2	0	3	1	6	0	2	460	1	100	22	0	0	0	0	0	2010	186000
213	8640	1	0	1	1	1	1	2009	2009	822	0	78	900	1	932	920	0	1852	1	0	2	1	3	1	7	1	2	644	1	168	108	0	0	0	0	0	2009	252678
214	13568	1	0	0	1	1	1	1995	1995	716	0	274	990	1	990	0	0	990	0	1	1	0	3	1	5	0	2	576	1	224	0	0	0	0	0	0	2006	156000
215	10900	1	0	0	1	1	1	1977	1977	378	0	311	689	1	689	703	0	1392	0	0	1	1	3	1	6	0	1	299	1	0	36	0	0	0	0	450	2010	161750
216	10011	1	0	0	1	1	1	1957	1996	360	0	710	1070	1	1236	0	0	1236	0	1	1	0	2	1	6	1	1	447	1	0	0	0	0	0	0	0	2006	134450
217	8450	1	0	1	1	1	1	2004	2004	946	0	490	1436	1	1436	0	0	1436	1	0	2	0	3	1	8	0	2	484	1	139	98	0	0	0	0	0	2008	210000
218	9906	1	1	1	1	1	1	1925	1950	0	0	686	686	0	810	518	0	1328	0	0	1	0	3	1	8	0	1	210	1	0	172	60	0	0	0	0	2006	107000
219	15660	1	0	0	1	1	1	1939	2006	341	0	457	798	1	1137	817	0	1954	0	1	1	1	3	1	8	2	2	431	1	0	119	150	0	0	0	0	2008	311500
220	3010	1	0	1	1	1	0	2005	2006	16	0	1232	1248	1	1248	0	0	1248	0	0	2	0	2	1	5	0	2	438	1	108	0	0	0	0	0	0	2006	167240
221	8990	1	0	0	1	1	1	2006	2006	0	0	1498	1498	1	1498	0	0	1498	0	0	2	0	2	1	5	0	2	675	1	351	33	0	0	0	0	0	2006	204900
222	8068	1	0	0	1	1	1	2002	2002	0	0	1010	1010	1	1010	1257	0	2267	0	0	2	1	4	1	8	1	2	390	1	120	46	0	0	0	0	0	2009	200000
223	11475	1	0	1	1	1	1	1975	1975	550	0	163	713	1	811	741	0	1552	1	0	2	1	3	1	6	1	2	434	1	209	208	0	0	0	0	0	2006	179900
224	10500	1	0	1	1	1	1	1971	1971	524	180	160	864	1	864	0	0	864	0	0	1	0	2	1	4	0	2	576	1	216	0	0	0	0	0	0	2009	97000
225	13472	1	0	1	1	1	1	2003	2003	56	0	2336	2392	1	2392	0	0	2392	0	0	2	0	3	1	8	1	3	968	1	248	105	0	0	0	0	0	2009	386250
226	1680	1	0	1	1	1	0	1971	1971	0	0	630	630	1	630	672	0	1302	0	0	2	1	3	1	6	0	1	280	1	0	0	0	0	0	0	0	2009	112000
227	9950	1	0	0	1	1	1	1995	1995	565	0	638	1203	1	1214	1306	0	2520	0	0	2	1	4	1	9	1	3	721	1	224	114	0	0	0	0	0	2007	290000
228	1869	1	0	1	1	1	0	1970	1970	321	0	162	483	1	483	504	0	987	0	0	1	1	2	1	5	0	1	280	1	0	0	0	0	0	0	0	2008	106000
229	8521	1	0	1	1	1	1	1967	1967	842	0	70	912	1	912	0	0	912	0	0	1	0	3	1	5	1	1	336	1	0	0	0	0	0	0	0	2010	125000
230	3182	1	0	1	1	1	0	2005	2006	16	0	1357	1373	1	1555	0	0	1555	0	0	2	0	2	1	7	1	2	430	1	143	20	0	0	0	0	0	2009	192500
231	8760	1	0	1	1	1	1	1959	1959	0	0	1194	1194	1	1194	0	0	1194	1	0	1	0	3	1	6	0	1	312	1	0	0	120	0	0	0	0	2010	148000
232	15138	1	0	0	1	1	1	1995	1996	689	0	773	1462	1	1490	1304	0	2794	1	0	2	1	4	1	9	1	3	810	1	0	146	202	0	0	0	0	2009	403000
233	1680	1	0	1	1	1	0	1972	1972	0	0	483	483	1	483	504	0	987	0	0	1	1	2	1	5	1	1	288	1	0	0	0	0	0	0	0	2006	94500
234	10650	1	0	1	1	1	1	1976	1976	182	712	0	894	1	894	0	0	894	1	0	1	0	3	1	5	0	1	308	1	365	0	0	0	0	0	0	2010	128200
235	7851	1	0	1	1	1	1	2002	2002	625	0	235	860	1	860	1100	0	1960	1	0	2	1	4	1	8	2	2	440	1	288	48	0	0	0	0	0	2010	216500
236	1680	1	0	1	1	1	0	1971	1971	358	0	125	483	1	483	504	0	987	0	0	1	1	2	1	5	0	1	264	1	0	0	0	0	0	0	0	2008	89500
237	8773	1	0	1	1	1	1	2004	2004	24	0	1390	1414	1	1414	0	0	1414	0	0	2	0	3	1	6	0	2	494	1	132	105	0	0	0	0	0	2010	185500
238	9453	1	0	0	1	1	1	1993	2003	402	0	594	996	1	1014	730	0	1744	0	0	2	1	3	1	7	0	2	457	1	370	70	0	238	0	0	0	2010	194500
239	12030	1	0	1	1	1	1	2007	2007	0	0	1694	1694	1	1694	0	0	1694	0	0	2	0	3	1	7	0	3	818	1	168	228	0	0	0	0	0	2007	318000
240	8741	1	0	1	1	1	1	1945	1950	94	0	641	735	1	798	689	0	1487	0	0	1	1	3	1	7	1	1	220	1	0	140	0	0	0	0	0	2010	113000
241	9000	1	0	1	1	1	1	2008	2008	1078	0	488	1566	1	1566	0	0	1566	1	0	2	0	3	1	7	0	2	750	1	144	168	0	0	0	0	0	2010	262500
242	3880	1	0	1	1	1	1	1945	1997	329	0	357	686	1	866	0	0	866	0	0	1	0	2	1	4	0	0	0	1	58	42	0	0	0	0	0	2007	110500
243	5000	1	0	1	1	1	1	1900	1950	0	0	540	540	0	889	551	0	1440	0	0	1	0	3	1	6	0	1	352	1	0	0	77	0	0	0	0	2006	79000
244	10762	1	0	1	1	1	0	1980	1980	0	0	626	626	1	626	591	0	1217	0	0	1	1	3	1	6	1	1	288	1	0	28	0	0	0	0	0	2009	120000
245	8880	1	0	0	1	1	1	1994	2002	695	0	253	948	1	1222	888	0	2110	1	0	2	1	3	1	8	2	2	463	1	0	130	0	0	0	0	0	2010	205000
246	10400	1	0	1	1	1	1	1988	1988	929	0	916	1845	1	1872	0	0	1872	0	1	2	0	3	1	6	1	2	604	1	197	39	0	0	0	0	0	2006	241500
247	9142	1	1	1	1	1	0	1910	1950	0	0	1020	1020	0	908	1020	0	1928	0	0	2	0	4	2	9	0	1	440	1	0	60	112	0	0	0	0	2006	137000
248	11310	1	0	1	1	1	1	1954	1954	0	0	1367	1367	1	1375	0	0	1375	0	0	1	0	2	1	5	1	2	451	1	0	30	0	0	0	0	0	2006	140000
249	11317	1	0	1	1	1	1	2003	2003	0	0	840	840	1	840	828	0	1668	0	0	2	1	3	1	8	0	2	500	1	144	68	0	0	0	0	0	2007	180000
250	159000	1	0	0	0	0	1	1958	2006	697	0	747	1444	1	1444	700	0	2144	0	1	2	0	4	1	7	2	2	389	1	0	98	0	0	0	0	500	2007	277000
251	5350	1	0	0	1	1	1	1940	1966	0	0	728	728	1	1306	0	0	1306	0	0	1	0	3	1	6	0	0	0	1	263	0	0	0	0	0	450	2010	76500
252	4750	1	0	0	0	0	0	2006	2007	1573	0	0	1573	1	1625	0	0	1625	1	1	2	0	2	1	5	1	2	538	1	123	0	0	0	153	0	0	2007	235000
253	8366	1	0	0	1	1	1	2004	2004	0	0	798	798	1	798	842	0	1640	0	0	2	1	3	1	6	0	2	520	1	138	45	0	0	0	0	0	2008	173000
254	9350	1	0	1	1	1	1	1964	1991	270	580	452	1302	1	1302	0	0	1302	0	1	2	0	3	1	7	0	1	309	1	333	0	0	0	0	0	0	2007	158000
255	8400	1	0	1	1	1	1	1957	1957	922	0	392	1314	1	1314	0	0	1314	1	0	1	0	3	1	5	0	1	294	1	250	0	0	0	0	0	0	2010	145000
256	8738	1	0	0	1	1	1	1999	1999	0	0	975	975	1	1005	1286	0	2291	0	0	2	1	4	1	8	1	2	429	1	192	0	0	0	0	0	0	2006	230000
257	8791	1	0	0	1	1	1	2003	2003	503	0	361	864	1	864	864	0	1728	0	0	2	1	3	1	7	0	2	673	1	216	56	0	0	0	0	0	2008	207500
258	8814	1	0	1	1	1	1	2006	2006	1334	0	270	1604	1	1604	0	0	1604	1	0	2	1	3	1	8	1	2	660	1	123	110	0	0	0	0	0	2009	220000
259	12435	1	0	1	1	1	1	2001	2001	361	0	602	963	1	963	829	0	1792	0	0	2	1	3	1	7	1	2	564	1	0	96	0	245	0	0	0	2008	231500
260	12702	1	0	1	1	1	1	1956	1956	0	0	0	0	1	882	0	0	882	0	0	1	0	2	1	4	0	1	308	1	0	45	0	0	0	0	0	2008	97000
261	19296	1	0	1	1	1	1	1962	1962	672	690	0	1362	1	1382	0	0	1382	1	0	1	0	3	1	6	1	2	884	1	0	0	252	0	0	0	0	2009	176000
262	9588	1	0	0	1	1	1	2007	2007	0	0	1482	1482	1	1482	1092	0	2574	0	0	2	1	3	1	10	1	3	868	1	0	148	0	0	0	0	0	2007	276000
263	8471	1	0	0	1	1	1	1977	1995	506	0	0	506	1	1212	0	0	1212	1	0	1	0	3	1	6	1	2	492	1	292	12	0	0	0	0	0	2006	151000
264	5500	1	0	1	1	1	1	1929	2001	234	692	0	926	1	926	0	390	1316	1	0	1	0	3	1	6	0	2	484	1	0	0	0	0	0	0	0	2010	130000
265	5232	1	1	0	0	1	1	1925	2004	0	0	680	680	0	764	0	0	764	0	0	1	0	2	1	4	0	2	504	0	0	0	0	0	0	0	0	2008	73000
266	12090	1	0	0	1	1	1	1981	1981	588	228	606	1422	1	1422	0	0	1422	0	0	2	0	3	1	7	1	2	576	1	276	0	0	0	0	0	0	2008	175500
267	11207	1	0	0	0	1	1	1997	1997	714	0	88	802	1	802	709	0	1511	1	0	2	1	3	1	8	1	2	413	1	95	75	0	0	0	0	0	2006	185000
268	8400	1	0	1	0	0	1	1939	1997	378	0	342	720	1	1052	720	420	2192	0	0	2	1	4	1	8	1	1	240	1	262	24	0	0	0	0	0	2008	179500
269	6900	1	0	1	1	1	1	1940	1955	403	125	212	740	1	778	0	0	778	0	0	1	0	2	1	4	1	1	924	1	0	25	0	0	0	0	0	2008	120500
270	7917	1	0	0	1	1	1	1976	1976	751	0	392	1143	1	1113	0	0	1113	1	0	1	1	3	1	6	1	1	504	1	370	30	0	0	0	0	0	2007	148000
271	10728	1	0	1	1	1	1	2006	2006	0	0	1095	1095	1	1095	844	0	1939	0	0	2	1	3	1	8	1	3	1053	1	192	51	0	0	0	0	0	2006	266000
272	39104	1	0	0	0	0	1	1954	2005	226	1063	96	1385	1	1363	0	0	1363	1	0	1	0	2	1	5	2	2	439	1	81	0	0	0	0	0	0	2008	241500
273	11764	1	0	0	1	1	1	1999	2007	524	0	628	1152	1	1164	1106	0	2270	0	0	2	1	4	1	9	1	3	671	1	132	57	0	0	0	0	0	2010	290000
274	9600	1	0	1	1	1	1	1958	1988	620	620	0	1240	1	1632	0	0	1632	1	0	2	0	3	1	6	1	1	338	1	289	0	0	0	0	0	0	2009	139000
275	8314	1	0	1	1	1	1	1982	1982	546	0	270	816	1	816	0	0	816	0	0	1	0	2	1	5	0	1	264	1	168	0	0	0	0	0	0	2007	124500
276	7264	1	0	1	1	1	1	1925	2007	0	0	952	952	0	952	596	0	1548	0	0	2	1	3	1	5	0	2	672	1	74	0	0	0	144	0	0	2009	205000
277	9196	1	0	0	1	1	1	2003	2003	0	0	1560	1560	1	1560	0	0	1560	0	0	2	0	3	1	7	0	2	573	1	100	150	0	0	0	0	0	2010	201000
278	19138	1	0	1	1	1	1	1951	1951	120	0	744	864	1	864	0	0	864	0	0	1	0	2	1	4	0	2	400	1	0	0	0	0	0	0	0	2010	141000
279	14450	1	0	1	1	1	1	2006	2007	0	0	2121	2121	1	2121	0	0	2121	0	0	2	1	3	1	8	1	3	732	1	124	98	0	0	142	0	0	2007	415298
280	10005	1	0	1	1	1	1	1977	1977	392	0	768	1160	1	1156	866	0	2022	0	0	2	1	4	1	8	1	2	505	1	288	117	0	0	0	0	0	2008	192000
281	11287	1	0	1	1	1	1	1989	1989	421	0	386	807	1	1175	807	0	1982	0	0	2	1	3	1	7	1	2	575	1	0	84	0	196	0	0	0	2007	228500
282	7200	1	1	1	1	1	1	2006	2006	905	0	357	1262	1	1262	0	0	1262	0	0	2	0	2	1	5	0	2	572	1	0	120	0	0	0	0	0	2006	185000
283	5063	1	0	1	1	1	0	2007	2008	904	0	410	1314	1	1314	0	0	1314	1	0	2	0	2	1	6	1	2	626	1	172	62	0	0	0	0	0	2009	207500
284	9612	1	0	1	1	1	1	2008	2009	0	0	1468	1468	1	1468	0	0	1468	0	0	2	0	3	1	6	1	3	898	1	210	150	0	0	0	0	0	2009	244600
285	8012	1	0	1	1	1	0	1992	1992	430	0	1145	1575	1	1575	0	0	1575	1	0	2	0	2	1	5	0	2	529	1	0	0	52	0	0	0	0	2007	179200
286	4251	1	1	0	1	1	0	2006	2007	0	0	625	625	1	625	625	0	1250	0	0	2	1	2	1	5	0	2	528	1	0	54	0	0	0	0	0	2007	164700
287	9786	1	0	0	0	1	1	1962	1981	600	0	312	912	1	1085	649	0	1734	0	0	1	1	3	1	7	1	2	440	1	0	0	0	0	128	0	0	2006	159000
288	8125	1	0	0	1	1	1	1971	1971	614	0	244	858	1	858	0	0	858	0	0	1	0	3	1	5	0	0	0	1	0	0	0	0	0	0	0	2006	88000
289	9819	1	0	0	1	1	1	1967	1967	450	0	432	882	1	900	0	0	900	0	0	1	0	3	1	5	0	1	280	1	0	0	0	0	0	0	0	2010	122000
290	8730	1	0	1	1	1	1	1915	2003	0	0	698	698	1	698	698	0	1396	0	0	1	0	3	1	7	0	1	384	1	0	0	0	0	259	0	0	2007	153575
291	15611	1	0	1	1	1	1	2006	2006	0	0	1079	1079	1	1079	840	0	1919	0	0	2	1	3	1	8	1	2	685	1	0	51	0	0	0	0	0	2006	233230
292	5687	1	1	1	0	1	0	1912	2000	210	0	570	780	0	936	780	0	1716	1	0	2	0	6	1	9	0	0	0	0	0	184	0	0	0	0	0	2008	135900
293	11409	1	0	1	1	1	1	1949	2008	292	0	476	768	1	1148	568	0	1716	0	0	1	1	3	1	8	1	1	281	1	0	0	0	0	160	0	0	2009	131000
294	16659	1	0	0	1	1	1	1977	1994	795	0	0	795	1	1468	795	0	2263	1	0	2	1	3	1	9	1	2	539	1	0	250	0	0	0	0	0	2006	235000
295	9600	1	0	1	1	1	1	1953	1953	1285	0	131	1416	1	1644	0	0	1644	1	0	1	0	3	1	7	2	2	418	1	110	0	0	0	0	0	0	2009	167000
296	7937	1	0	0	1	1	1	1984	1984	819	0	184	1003	1	1003	0	0	1003	1	0	1	0	3	1	6	0	2	588	1	120	0	0	0	0	0	0	2006	142500
297	13710	1	0	1	1	1	1	1950	1950	420	0	490	910	1	910	648	0	1558	0	0	1	1	4	1	6	0	1	282	1	289	0	0	0	0	0	0	2007	152000
298	7399	1	1	0	1	1	1	1997	1998	649	0	326	975	1	975	975	0	1950	0	0	2	1	3	1	7	1	2	576	1	0	10	0	0	198	0	0	2007	239000
299	11700	1	0	1	1	1	1	1968	1968	384	175	143	702	1	1041	702	0	1743	0	1	1	2	3	1	7	1	2	539	1	224	0	0	0	0	0	0	2007	175000
300	14000	1	0	1	1	1	1	1950	2004	0	0	1092	1092	1	1152	0	0	1152	0	1	1	0	3	1	6	1	1	300	1	0	36	0	0	0	0	0	2009	158500
301	15750	1	0	1	1	1	0	1953	1953	841	0	324	1165	1	1336	0	0	1336	1	0	1	0	2	1	5	2	1	375	1	0	0	0	0	0	0	0	2006	157000
302	16226	1	0	0	1	1	1	1998	1999	281	0	747	1028	1	1210	1242	0	2452	0	0	2	1	4	1	9	1	2	683	1	208	50	0	0	0	0	0	2007	267000
303	13704	1	0	0	1	1	1	2001	2002	0	0	1541	1541	1	1541	0	0	1541	0	0	2	0	3	1	6	1	3	843	1	468	81	0	0	0	0	0	2006	205000
304	9800	1	0	1	1	1	1	1972	1972	894	0	0	894	1	894	0	0	894	1	0	1	0	3	1	5	0	2	552	1	256	0	0	0	0	0	0	2006	149900
305	18386	1	0	1	1	1	1	1880	2002	0	0	1470	1470	1	1675	1818	0	3493	0	0	3	0	3	1	10	1	3	870	1	302	0	0	0	0	0	0	2008	295000
306	10386	1	0	1	1	1	1	2004	2005	1464	0	536	2000	1	2000	0	0	2000	1	0	2	0	3	1	8	0	3	888	1	168	0	0	0	0	0	0	2007	305900
307	13474	1	0	1	1	1	1	1990	1991	700	0	0	700	1	1122	1121	0	2243	1	0	2	1	4	1	8	1	3	746	1	127	44	224	0	0	0	0	2007	225000
308	7920	1	1	0	1	1	1	1920	1950	0	0	319	319	1	1035	371	0	1406	0	0	1	0	3	1	6	0	0	0	0	0	144	0	0	0	0	0	2008	89500
309	12342	1	0	0	1	1	1	1940	1950	262	0	599	861	1	861	0	0	861	0	0	1	0	1	1	4	0	2	539	1	158	0	0	0	0	0	0	2009	82500
310	12378	1	0	0	1	1	1	2003	2004	1274	0	622	1896	1	1944	0	0	1944	1	0	2	0	3	1	8	3	3	708	1	208	175	0	0	0	0	0	2006	360000
311	7685	1	0	0	1	1	1	1993	1994	518	0	179	697	1	697	804	0	1501	0	0	2	1	3	1	6	1	2	420	1	190	63	0	0	0	0	0	2006	165600
312	8000	1	0	1	1	1	1	1948	2002	680	0	292	972	1	972	0	0	972	1	0	1	0	2	1	5	1	1	240	1	0	0	0	0	0	0	0	2009	132000
313	7800	1	0	1	1	1	0	1939	1950	507	0	286	793	1	793	325	0	1118	1	0	1	0	3	1	5	1	2	410	1	0	0	0	0	271	0	0	2006	119900
314	215245	1	0	0	0	0	1	1965	1965	1236	820	80	2136	1	2036	0	0	2036	2	0	2	0	3	1	8	2	2	513	1	0	0	0	0	0	0	0	2009	375000
315	9600	1	1	1	1	1	1	1925	1990	16	0	712	728	1	832	809	0	1641	0	1	1	1	3	1	6	1	2	546	1	0	0	234	0	0	0	0	2006	178000
316	7795	1	0	0	1	1	1	2004	2005	425	0	291	716	1	716	716	0	1432	1	0	2	1	3	1	6	1	2	432	1	100	51	0	0	0	0	0	2009	188500
317	13005	1	0	0	1	1	1	1980	1980	692	0	153	845	1	1153	1200	0	2353	1	0	2	1	4	1	10	1	2	484	1	288	195	0	0	0	0	0	2009	260000
